iter	MAPE	RMSE
114	1.663988817	361.2683656
115	1.661896521	361.1200492
116	1.660167852	360.5270198
117	1.660014028	360.1278461
118	1.644635492	359.5185185
119	1.643859921	358.8068958
120	1.643952922	358.3261705
121	1.639918828	357.6807842
122	1.633519251	357.2599506
123	1.631766303	356.9049526
124	1.627715827	356.5902231
125	1.630568038	356.2076748
126	1.632716554	355.8242972
127	1.616616521	355.2524624
128	1.613572487	354.7449409
129	1.613400782	354.4497913
130	1.613134	354.1254776
131	1.606586723	353.8587003
132	1.588779211	353.3369195
133	1.57702505	352.9209998
134	1.558162708	352.2392292
135	1.55895471	351.9313418
136	1.561675967	351.4732398
137	1.557176243	351.1130757
138	1.555408579	350.5411283
139	1.553853425	350.0799452
140	1.536102694	349.7654938
141	1.53634054	349.4379937
142	1.530805161	348.7367084
143	1.52982991	348.3656989
144	1.520217135	348.0126972
145	1.51172635	347.6657822
146	1.507023498	347.3051598
147	1.506883986	347.0768569
148	1.506685571	346.5958226
149	1.507516354	346.2860379
150	1.494003156	345.9144885
151	1.491324402	345.6049497
152	1.490605356	345.2998166
153	1.481661843	344.8368542
154	1.481148154	344.5366693
155	1.478122131	343.9760703
156	1.466303665	343.5990216
157	1.454347767	343.1158243
158	1.441397442	342.7514821
159	1.440804964	342.5555085
160	1.4406308	342.285352
161	1.440066736	341.9800446
162	1.432775873	341.5363252
163	1.432548784	341.262669
164	1.432451157	340.9444301
165	1.427634891	340.5758306
166	1.412604681	340.1662601
167	1.411568868	339.8293138
168	1.39581557	339.2880051
169	1.389935929	338.6972288
170	1.376465273	338.2764403
171	1.376309592	338.0046195
172	1.371255273	337.7244678
173	1.368815743	337.4366707
174	1.340463794	337.009191
175	1.339748761	336.6774
176	1.334413071	336.2744081
177	1.324416837	335.8806783
178	1.316118603	335.5207748
179	1.315298412	335.2676413
180	1.313903983	334.8396183
181	1.30310979	334.6005651
182	1.298432398	334.2954742
183	1.298319092	334.0311737
184	1.28530622	333.6557811
185	1.260299212	333.1280638
186	1.253668901	332.8718707
187	1.250553672	332.5779901
188	1.250006955	332.3053444
189	1.229507438	331.9535449
190	1.229080025	331.6413335
191	1.224705458	331.4294126
192	1.224819715	331.2261223
193	1.22425796	330.9520287
194	1.219673059	330.5805646
195	1.219882025	330.1540573
196	1.217510691	329.9871923
197	1.209561153	329.5034229
198	1.201364148	329.1083712
199	1.196863578	328.734383
200	1.180925899	328.3117323
201	1.180374701	328.0198588
202	1.172098414	327.8137391
203	1.170797531	327.5445932
204	1.16416709	327.1797705
205	1.164046166	326.866519
206	1.164402409	326.5036187
207	1.152863345	326.0213122
208	1.145359484	325.6841153
209	1.145361573	325.4165524
210	1.144976785	325.2093598
211	1.144955493	324.9872757
212	1.145635883	324.7276222
213	1.145130032	324.386498
214	1.144195046	324.1312038
215	1.144314098	323.9123427
216	1.143346386	323.6707089
217	1.136437138	323.4362312
218	1.136385438	323.296337
219	1.136256544	323.0605465
220	1.125567634	322.7076667
221	1.124500719	322.4578609
222	1.122778047	322.2082638
223	1.114201943	322.0241512
224	1.107967979	321.7068384
225	1.10674748	321.3277223
226	1.091881716	321.01793
227	1.088844072	320.7586017
228	1.08861168	320.4752145
229	1.08716413	320.1102978
230	1.087109966	319.9254794
231	1.08654901	319.6012939
232	1.084323855	319.2877612
233	1.073831289	318.9674235
234	1.065808556	318.7096902
235	1.063511314	318.591292
236	1.059672327	318.3119602
237	1.059679903	318.0540859
238	1.059656997	317.8451325
239	1.059347666	317.517512
240	1.049266487	317.2139949
241	1.045300396	316.9598902
242	1.044330246	316.7310318
243	1.041019033	316.3155037
244	1.040579827	315.9853775
245	1.039862526	315.7210708
246	1.040092427	315.5200967
247	1.03997854	315.3335366
248	1.039783407	315.1446049
249	1.0405708	314.9101024
250	1.040119154	314.7131312
251	1.040260138	314.5063957
252	1.039829208	314.1884994
253	1.031680205	313.7783086
254	1.028287325	313.5736882
255	1.027148752	313.2891708
256	1.026834987	313.0642094
257	1.026487829	312.8746229
258	1.020880057	312.6212505
259	1.020662424	312.5371079
260	0.9962904515	312.2630308
261	0.9903372306	312.1062599
262	0.985227184	311.8851519
263	0.9842218719	311.5002055
264	0.9753688901	311.2126607
265	0.9735147206	310.9485778
266	0.9735948822	310.720726
267	0.9726602166	310.5489671
268	0.9651403314	310.1907392
269	0.9645607769	309.9672652
270	0.9643206506	309.7583167
271	0.9566712531	309.5060725
272	0.9545399365	309.3894802
273	0.9540774449	309.1090519
274	0.9537501825	308.9041845
275	0.9539384334	308.7170271
276	0.9546170605	308.5185289
277	0.9549049601	308.2846669
278	0.9533474464	308.1315203
279	0.9533929869	307.9788824
280	0.9531894499	307.8184896
281	0.9537093704	307.5810611
282	0.9517224147	307.3325199
283	0.9411495732	307.0477697
284	0.9408164143	306.8709178
285	0.9405165702	306.5791928
286	0.9316535401	306.3149438
287	0.9297232696	306.0065099
288	0.9307005167	305.7967543
289	0.9312338892	305.5284675
290	0.927939727	305.2636056
291	0.927602076	305.0650276
292	0.9222696991	304.8270915
293	0.9213165914	304.576736
294	0.9144983347	304.335881
295	0.913852038	304.1683748
296	0.9054973878	303.8433325
297	0.9055296158	303.5595959
298	0.9047129307	303.3769278
299	0.905029491	303.2117772
300	0.9048914214	302.9182174
301	0.9024090011	302.695845
302	0.9001316525	302.5449809
303	0.8996101131	302.3784461
304	0.9000701529	302.1942103
305	0.899472882	301.8939666
306	0.8986553081	301.6820438
307	0.8962506117	301.4749946
308	0.8965366209	301.2655719
309	0.8961428761	301.1167046
310	0.8916522637	300.9705658
311	0.8887803437	300.719264
312	0.8868974727	300.5589655
313	0.886187354	300.4722194
314	0.8799905816	300.2898549
315	0.8746205277	300.0402029
316	0.8737522944	299.8801922
317	0.874457535	299.7093476
318	0.8760816899	299.5004042
319	0.8744828643	299.2736555
320	0.8742423713	299.105747
321	0.8745407328	298.8758254
322	0.8659329621	298.6111335
323	0.8664314035	298.3915573
324	0.866349097	298.2283996
325	0.8660830774	298.1156591
326	0.8667247649	297.8847729
327	0.8663519311	297.7287528
328	0.8656035392	297.5250424
329	0.8651347795	297.3562188
330	0.8618705882	297.1260228
331	0.8597972384	296.8126899
332	0.8569714759	296.6055381
333	0.8544486329	296.283968
334	0.8528173142	296.0398233
335	0.8520105326	295.884397
336	0.8494640221	295.5902791
337	0.8490015678	295.3858341
338	0.8491767283	295.1865605
339	0.8485544937	294.9737959
340	0.8470258141	294.848135
341	0.8426818821	294.569817
342	0.8420796659	294.3885186
343	0.8376197715	294.1590852
344	0.837385216	293.9702064
345	0.8373407221	293.7070517
346	0.837478133	293.5740328
347	0.8362648688	293.453005
348	0.8362232487	293.3318875
349	0.8309643314	293.1496717
350	0.8285269238	292.8557393
351	0.8280508415	292.6855274
352	0.8281045473	292.508452
353	0.8282893084	292.3280169
354	0.827938603	292.1505928
355	0.8284538597	291.97649
356	0.8288405865	291.7812489
357	0.8281808446	291.6251058
358	0.8256952583	291.4234342
359	0.8257947801	291.3055256
360	0.8254690458	291.1497634
361	0.8198287462	291.0258674
362	0.8194587163	290.8212552
363	0.8187282951	290.6405296
364	0.8176070233	290.4277152
365	0.8174455858	290.2540234
366	0.8171748918	290.1036237
367	0.8174820758	289.8932376
368	0.8159692189	289.781155
369	0.8159202613	289.4501983
370	0.8158639932	289.3175885
371	0.8131835645	289.1331275
372	0.8131977617	288.9463025
373	0.8117026884	288.8500869
374	0.8105166207	288.5980056
375	0.8080345786	288.3728047
376	0.8047381344	288.2273706
377	0.8044555261	288.080135
378	0.7998345711	287.8592627
379	0.7998240833	287.7265731
380	0.7990100959	287.5981758
381	0.7941789046	287.3995084
382	0.794147749	287.2350808
383	0.7945262277	287.0685118
384	0.7939567905	286.865217
385	0.7941033611	286.7019286
386	0.7871222436	286.4543369
387	0.7846208467	286.3505736
388	0.7837606781	286.214143
389	0.7845528505	286.066322
390	0.7847418364	285.9537619
391	0.7827579954	285.7931868
392	0.7824418263	285.587532
393	0.778648404	285.3822359
394	0.7780590126	285.2489205
395	0.777960286	285.0558112
396	0.7777485994	284.8812349
397	0.7777609463	284.7182011
398	0.7785754248	284.5767674
399	0.7782501035	284.4257153
400	0.7760843899	284.2514977
401	0.7760216456	284.0939662
402	0.7761210104	283.9074129
403	0.7739326537	283.6744178
404	0.7734212689	283.5139357
405	0.7696826315	283.3599704
406	0.7696460797	283.2131103
407	0.7690875015	283.0847084
408	0.7680708343	282.9291884
409	0.7654753703	282.7979066
410	0.7655971079	282.6775059
411	0.7613714122	282.5332058
412	0.7579243427	282.3611177
413	0.757733666	282.2596439
414	0.7575848216	282.018147
415	0.7560843731	281.8735033
416	0.753882847	281.7132362
417	0.7531971404	281.5273386
418	0.7509064192	281.3100764
419	0.7506101284	281.183449
420	0.7431081454	280.9803013
421	0.7427411845	280.8520833
422	0.7422553829	280.6403379
423	0.7418386845	280.4904776
424	0.7407872657	280.3847262
425	0.7407218323	280.1864922
426	0.738642914	279.9945302
427	0.7388136536	279.8212327
428	0.7383671561	279.5710025
429	0.7383640474	279.3853657
430	0.7356392596	279.2124002
431	0.7356029004	279.0965523
432	0.7334483763	278.9398721
433	0.7334541048	278.7642638
434	0.7327186552	278.6193841
435	0.7298044206	278.4688726
436	0.729272434	278.3533911
437	0.7291401713	278.2240497
438	0.728085278	278.0053939
439	0.7293823939	277.8538515
440	0.7289035092	277.6571875
441	0.7287937684	277.5179897
442	0.7280643513	277.3745853
443	0.7269161554	277.2694626
444	0.7260327877	277.1939064
445	0.725983282	277.0839091
446	0.7256847946	276.8695699
447	0.7257289284	276.6857663
448	0.7250028349	276.5301955
449	0.7251692357	276.4062692
450	0.7241130212	276.2035446
451	0.724603251	276.0531983
452	0.7241170491	275.9193682
453	0.717210488	275.771276
454	0.7151995638	275.5977094
455	0.7135705541	275.4812719
456	0.7136633947	275.334166
457	0.7133614141	275.1712244
458	0.7120357916	274.9682631
459	0.7122101146	274.8158302
460	0.7125723899	274.5911229
461	0.7125279762	274.463163
462	0.7046765772	274.3507692
463	0.6991246889	274.0922487
464	0.6980601468	273.9264838
465	0.6959197527	273.7657978
466	0.6941425084	273.5565733
467	0.69360793	273.3897561
468	0.6936891361	273.233765
469	0.6932480057	273.0389865
470	0.6933829891	272.9452214
471	0.6933234241	272.760481
472	0.693158496	272.6304657
473	0.6934306992	272.5237952
474	0.6924233936	272.365702
475	0.6925829921	272.152558
476	0.6913608086	271.9738975
477	0.6914022046	271.7140151
478	0.6919260042	271.5795089
479	0.6918666286	271.4457215
480	0.6897445654	271.3386509
481	0.6890940062	271.1480085
482	0.6887081774	271.0469425
483	0.6887475765	270.9431648
484	0.6882038368	270.7879646
485	0.6880800505	270.7231938
486	0.6880455523	270.6034349
487	0.6878739093	270.4903002
488	0.6878741369	270.3400501
489	0.6822839923	270.1756674
490	0.684492875	270.0422602
491	0.6843217495	269.8954028
492	0.6838721382	269.8121447
493	0.6824709581	269.6248208
494	0.6824141873	269.5428539
495	0.6814762639	269.3202572
496	0.680287297	269.1004205
497	0.6792575935	268.9646347
498	0.6772364309	268.8141624
499	0.6757990101	268.7061551
500	0.6717253354	268.5457644
501	0.6688226825	268.4417727
502	0.6663473731	268.3009337
503	0.6665504705	268.1596401
504	0.6657054198	267.9544914
505	0.6662267963	267.7741407
506	0.6661269394	267.5626756
507	0.6657553904	267.32669
508	0.6654490818	267.2030501
509	0.6639802498	267.058903
510	0.663219223	266.8865775
511	0.6637845411	266.7540365
512	0.6639599349	266.5567586
513	0.6636963349	266.3690899
514	0.6635038688	266.2139239
515	0.6636917835	266.097112
516	0.6635082882	265.938719
517	0.6623947107	265.7881701
518	0.6601557749	265.6071352
519	0.6601042645	265.4597704
520	0.6595685628	265.2917916
521	0.6595962759	265.125265
522	0.6607508414	264.9624856
523	0.660606757	264.7570211
524	0.6606417307	264.6299118
525	0.6593792111	264.4911058
526	0.6593492284	264.3982189
527	0.6592870324	264.2901339
528	0.6589181491	264.1480606
529	0.6588362732	263.9656363
530	0.6581176116	263.8915112
531	0.6577945341	263.7759996
532	0.657370971	263.6221341
533	0.6571521906	263.4444364
534	0.6577354385	263.2922037
535	0.6577406422	263.1613797
536	0.6582436192	263.0494453
537	0.6579788298	262.9847651
538	0.65845431	262.8592501
539	0.6582545807	262.707453
540	0.6574948296	262.5981647
541	0.6573931032	262.4815026
542	0.6589446024	262.3453691
543	0.6583169269	262.2169534
544	0.6583126997	262.0695981
545	0.6583880587	261.9500636
546	0.6583137595	261.7953673
547	0.6580907601	261.6454596
548	0.6572069323	261.5063159
549	0.656860603	261.3148188
550	0.6556567762	261.1721396
551	0.6537239451	260.8858726
552	0.6536340602	260.768201
553	0.653913251	260.6519263
554	0.6534813846	260.5240094
555	0.6531016788	260.4482959
556	0.6532699364	260.2756287
557	0.6543367308	260.1476309
558	0.6539545711	260.0256987
559	0.6539981639	259.9127827
560	0.6542454495	259.7747834
561	0.6534786182	259.6662046
562	0.653016678	259.5809018
563	0.6529014549	259.4844375
564	0.6519786347	259.4123361
565	0.6516321684	259.305276
566	0.6462543563	259.0730526
567	0.6461119698	259.0189734
568	0.6460552208	258.9038348
569	0.6458339444	258.6302605
570	0.6460821433	258.4891394
571	0.6455361	258.4082927
572	0.6456019804	258.2627532
573	0.6442792943	258.1192671
574	0.6438516486	257.9926409
575	0.6443787422	257.8989351
576	0.6372445164	257.7428296
577	0.6357061342	257.6292089
578	0.6357083981	257.5291469
579	0.6358498044	257.4044056
580	0.635716876	257.2599351
581	0.6339998467	257.0133706
582	0.6345822556	256.8885913
583	0.6346054636	256.7355918
584	0.6347997015	256.553663
585	0.6337730869	256.3688157
586	0.6338936294	256.230651
587	0.6337866406	256.0767554
588	0.6335028656	255.9390026
589	0.6329396672	255.795662
590	0.6328173916	255.6495772
591	0.6326609259	255.5336939
592	0.6325717564	255.4018875
593	0.6328406012	255.2750976
594	0.6325256947	255.2093699
595	0.6296500558	255.0497699
596	0.6297956409	254.9767748
597	0.6294110035	254.8914087
598	0.6296086712	254.7291651
599	0.6280098544	254.6052686
600	0.6281752518	254.462015
601	0.6276917178	254.3610015
602	0.6276182327	254.2293237
603	0.6277680455	254.1417701
604	0.6263819316	253.9097933
605	0.6264623715	253.8332293
606	0.6255079701	253.664416
607	0.6251288858	253.6073778
608	0.6243938883	253.4313056
609	0.624438278	253.3093226
610	0.624890735	253.2007156
611	0.6246319461	253.0716931
612	0.6170759846	252.8638524
613	0.6168475803	252.7692577
614	0.616333612	252.6771553
615	0.6138382721	252.5938246
616	0.6137033967	252.4639891
617	0.6137158945	252.3164273
618	0.614005739	252.1673107
619	0.611410134	252.0447992
620	0.6112660632	251.961325
621	0.6112052293	251.8322734
622	0.609197737	251.7108747
623	0.6094855399	251.4947038
624	0.6082968343	251.360247
625	0.6076542589	251.2669801
626	0.6078457754	251.1395147
627	0.6078172992	251.0225524
628	0.6059023142	250.9326279
629	0.6059964977	250.8402881
630	0.6065439122	250.7288118
631	0.6065228041	250.6548841
632	0.606539348	250.5541311
633	0.6039963062	250.3866338
634	0.6036999428	250.3066819
635	0.6021984449	250.1988489
636	0.6021111688	250.0696878
637	0.6018266604	249.9444146
638	0.6021230427	249.8251766
639	0.6034522553	249.7229223
640	0.602608314	249.5930457
641	0.6021398205	249.5072459
642	0.6021902531	249.372055
643	0.6021251454	249.2850598
644	0.6023098104	249.1267677
645	0.6022122332	248.9904384
646	0.6028904663	248.8849487
647	0.6027271645	248.7909052
648	0.6027165102	248.7289656
649	0.602057062	248.5866971
650	0.5967635317	248.384543
651	0.589883291	248.2686891
652	0.5903771668	248.1657697
653	0.5904154486	248.0361397
654	0.5901328136	247.9027522
655	0.589838307	247.7804688
656	0.589307394	247.6470339
657	0.5889817339	247.4988323
658	0.5890731668	247.3874862
659	0.5889767494	247.2743356
660	0.5882346097	247.1169631
661	0.5877492293	247.0304849
662	0.5877056925	246.9226613
663	0.5873774693	246.7852106
664	0.5874493121	246.6562936
665	0.5872526272	246.5651182
666	0.5869747068	246.4614149
667	0.5871114003	246.3618996
668	0.5866656982	246.2029975
669	0.5863921966	246.1139201
670	0.5863810319	245.9759762
671	0.5804710452	245.8487146
672	0.5787942921	245.7288145
673	0.5789137081	245.5677936
674	0.5789829058	245.4410783
675	0.5789006945	245.3118407
676	0.5774314986	245.2436107
677	0.5774537008	245.1380211
678	0.5773706178	245.0357369
679	0.5775689963	244.9203112
680	0.5748250238	244.8206332
681	0.5737945096	244.6722712
682	0.5738780753	244.5346677
683	0.5728708003	244.4471392
684	0.5730929066	244.3623991
685	0.5682595003	244.1886514
686	0.567175248	244.0036438
687	0.5671013459	243.8684269
688	0.5671712531	243.7564464
689	0.5674238547	243.596769
690	0.5671417901	243.5327483
691	0.5661169263	243.4654738
692	0.563678921	243.3895811
693	0.5631185148	243.2567008
694	0.562324588	243.1400782
695	0.5623323019	243.0671065
696	0.5616767877	242.9670614
697	0.5622496774	242.8633787
698	0.5622443565	242.784333
699	0.5623371001	242.6662466
700	0.5621738643	242.5499186
701	0.5607213404	242.4299889
702	0.5517188284	242.1932891
703	0.5520793307	242.1376654
704	0.5522181152	242.0779811
705	0.5515791699	242.0194315
706	0.5512154786	241.9390595
707	0.5511360411	241.8440909
708	0.5511124434	241.7788757
709	0.5518645572	241.7152122
710	0.5512881462	241.6008904
711	0.5427125322	241.410018
712	0.5418020783	241.2605509
713	0.5414487598	241.179758
714	0.5411387891	241.0413041
715	0.5411821022	240.9428672
716	0.5415339969	240.807069
717	0.5418612294	240.7283603
718	0.5417231122	240.6514061
719	0.5381755963	240.5611976
720	0.5377005228	240.4934073
721	0.5372285581	240.372614
722	0.5357324571	240.2577339
723	0.5357602617	240.1027574
724	0.5358358338	239.9804691
725	0.5358347615	239.8136005
726	0.5355753484	239.7200172
727	0.5350518349	239.6409408
728	0.5344040967	239.5392813
729	0.534438378	239.4116046
730	0.5339774078	239.3301243
731	0.5338189773	239.2023973
732	0.533976184	239.1077404
733	0.5338343962	239.0374612
734	0.5333475679	238.9774996
735	0.5331869659	238.9157619
736	0.5306448236	238.7991216
737	0.5305357292	238.6870212
738	0.5305817486	238.6097654
739	0.5300428961	238.4815279
740	0.5303823403	238.3613656
741	0.5302208657	238.2082487
742	0.530430346	238.1517068
743	0.5310175284	238.0130608
744	0.5302349329	237.8915007
745	0.5303913361	237.7989375
746	0.5275119051	237.6813194
747	0.5257516682	237.588647
748	0.525819157	237.5201826
749	0.5258259968	237.3978224
750	0.5260283039	237.327575
751	0.5253255176	237.2343231
752	0.5252838443	237.1562451
753	0.5250784473	237.0976977
754	0.5239694593	236.9813073
755	0.5233323611	236.8511861
756	0.5231553476	236.7620808
757	0.5229295623	236.6419746
758	0.5226179419	236.5299271
759	0.5224473904	236.392323
760	0.5222484644	236.3256631
761	0.522474952	236.1709404
762	0.5221626558	236.0317752
763	0.5218257572	235.9347022
764	0.5217288005	235.8779035
765	0.5207472498	235.7772505
766	0.5201257009	235.6538249
767	0.5195721344	235.580471
768	0.5196277303	235.5133896
769	0.5191866513	235.4467232
770	0.5192853706	235.3512755
771	0.5191127738	235.2304891
772	0.5189022165	235.1796081
773	0.518191556	235.0656622
774	0.5182402309	234.957203
775	0.5173280934	234.9011681
776	0.5158704973	234.8432948
777	0.5155896371	234.745371
778	0.5152904258	234.6785353
779	0.5152864157	234.567481
780	0.5155327114	234.4193782
781	0.5155314327	234.3172165
782	0.514810488	234.2295885
783	0.5139855702	234.091091
784	0.5133555589	233.9857783
785	0.5130555838	233.8565527
786	0.5132339303	233.8220481
787	0.5129136609	233.695903
788	0.5107677676	233.6138135
789	0.5086232322	233.5039434
790	0.5084604926	233.3732732
791	0.508254138	233.2281213
792	0.5080752593	233.1372482
793	0.504298329	232.9450163
794	0.5041560382	232.8365882
795	0.5040911137	232.6545496
796	0.5027096857	232.5263028
797	0.5038324446	232.4381081
798	0.5037175022	232.3445778
799	0.504113563	232.2309636
800	0.5038198329	232.1073864
801	0.5038466183	231.9846518
802	0.5037080459	231.9054014
803	0.5038660358	231.7962077
804	0.5037155788	231.733706
805	0.5032436897	231.6308467
806	0.5031985385	231.5451426
807	0.5030831521	231.4464389
808	0.5026812581	231.3310018
809	0.5029451255	231.2545063
810	0.5028857766	231.1951911
811	0.5029275965	231.0874768
812	0.5026731666	230.9692527
813	0.5024949895	230.8821342
814	0.5023022677	230.790578
815	0.5020698555	230.7420455
816	0.5014815884	230.6785124
817	0.5014446727	230.5702509
818	0.5013740564	230.5182379
819	0.5016825996	230.4156311
820	0.4995931815	230.2798401
821	0.4984134763	230.2185425
822	0.4988819652	230.1382532
823	0.4992079075	230.0287862
824	0.4984679093	229.9435632
825	0.4993123332	229.8644536
826	0.4996012996	229.749604
827	0.4993211524	229.6892003
828	0.4917099041	229.5843283
829	0.4918370802	229.522054
830	0.4916117885	229.4175488
831	0.4921852064	229.2954678
832	0.4918235875	229.2220787
833	0.4919445453	229.1328471
834	0.4916006033	229.0083294
835	0.4915610088	228.9658227
836	0.4916874596	228.8843228
837	0.491336437	228.8189315
838	0.4912124006	228.7190746
839	0.4910468981	228.6462716
840	0.490674923	228.5471232
841	0.4900999692	228.399419
842	0.4874761296	228.2611537
843	0.4874215122	228.1559704
844	0.4856869296	228.0103249
845	0.4855590579	227.9212116
846	0.4856217427	227.8239017
847	0.4848227494	227.7198072
848	0.4843005502	227.6622342
849	0.4809913767	227.5617274
850	0.4807489868	227.4700588
851	0.4801392098	227.3620684
852	0.4799959044	227.2346901
853	0.4799314666	227.1360563
854	0.4796309329	227.0233246
855	0.4791395983	226.9307646
856	0.4791228314	226.857036
857	0.4791033724	226.8153506
858	0.4783625159	226.7366549
859	0.477644195	226.6449273
860	0.4776332278	226.5814775
861	0.4755635857	226.4795593
862	0.4756270207	226.4012525
863	0.4758275048	226.3140975
864	0.4746869164	226.2122931
865	0.4746514524	226.0712196
866	0.4747240273	226.0035115
867	0.474720353	225.8937421
868	0.474726468	225.7894311
869	0.4745131377	225.7353698
870	0.4740167152	225.6690152
871	0.4738299512	225.5720223
872	0.4736741366	225.4623308
873	0.4734613784	225.3747429
874	0.4730243534	225.3106679
875	0.4729616635	225.2073227
876	0.4722302757	225.0766651
877	0.4719898604	224.9881032
878	0.4718963723	224.8880684
879	0.4712273602	224.7899012
880	0.4712051443	224.7047167
881	0.4715084276	224.6288601
882	0.4714855044	224.5376742
883	0.4708314	224.4549677
884	0.4706500911	224.4047026
885	0.4700564553	224.2927722
886	0.4699301769	224.1717079
887	0.4698567223	224.0958819
888	0.4625047123	223.9809161
889	0.4617097727	223.8916877
890	0.4589179916	223.7861138
891	0.4587746646	223.7190523
892	0.4587218399	223.6543255
893	0.4585352778	223.593081
894	0.4579102078	223.4968966
895	0.4582535874	223.3988923
896	0.4584923119	223.3016428
897	0.4583941271	223.2129378
898	0.4582587987	223.0863173
899	0.4582896629	223.0193262
900	0.4579470256	222.9191845
901	0.4570858106	222.8515832
902	0.457566801	222.7466425
903	0.4571667236	222.6723446
904	0.4566721783	222.5697164
905	0.4558837814	222.4671426
906	0.4559668212	222.4319091
907	0.4550896815	222.3381183
908	0.4549026177	222.2762389
909	0.4542330104	222.1718662
910	0.4534055891	222.092154
911	0.4537153522	221.9948306
912	0.4534771365	221.8821575
913	0.4529825195	221.7795408
914	0.4529550899	221.7379636
915	0.4537900631	221.6522989
916	0.4535176595	221.6059513
917	0.453350684	221.4368831
918	0.4533456229	221.352023
919	0.4530554057	221.2271242
920	0.4520652713	221.136381
921	0.4515984738	221.0910926
922	0.4513783683	221.0156175
923	0.4513118494	220.9308933
924	0.4514655198	220.8661641
925	0.4511063503	220.8083814
926	0.4512789108	220.7267456
927	0.4511620516	220.6358514
928	0.4499875356	220.4867012
929	0.4503323668	220.3769691
930	0.4499278887	220.2859233
931	0.4495633839	220.1783755
932	0.4496375454	220.0478079
933	0.4478124962	219.9259466
934	0.4480197071	219.8470386
935	0.4478170681	219.7671336
936	0.447732443	219.6884018
937	0.4479026503	219.6449615
938	0.4480255568	219.5579187
939	0.4478110772	219.4682909
940	0.447797599	219.3881879
941	0.4474868992	219.3409689
942	0.4473925705	219.2553915
943	0.4468694227	219.1742696
944	0.4468690041	219.1056107
945	0.4465819101	219.055848
946	0.4468607324	218.958907
947	0.4469397414	218.8891235
948	0.4463645287	218.7843345
949	0.4449112726	218.7005326
950	0.4450203184	218.616963
951	0.4448491617	218.5228549
952	0.4452142712	218.4207734
953	0.4448153668	218.3518685
954	0.4444009886	218.3031188
955	0.4442235092	218.2224531
956	0.4444477399	218.1466241
957	0.4443158262	218.035233
958	0.4431927971	217.9607562
