iter	MAPE	RMSE
959	0.443161726	217.9018583
960	0.4362213362	217.8148562
961	0.4364041468	217.761374
962	0.4363507079	217.7052229
963	0.4361247458	217.6213864
964	0.4360111975	217.5361478
965	0.4360953331	217.4353614
966	0.4362406548	217.3984379
967	0.4359136337	217.3323928
968	0.4357986949	217.2499581
969	0.4354024482	217.1445418
970	0.4355731989	217.0522473
971	0.4350947658	216.9611507
972	0.4347910286	216.8285998
973	0.4343569557	216.7526772
974	0.4341587159	216.6977225
975	0.4339297286	216.6137108
976	0.4292050001	216.5165447
977	0.4289327367	216.4565004
978	0.4290808054	216.3764768
979	0.4285862648	216.2322027
980	0.4282468879	216.1349011
981	0.4285438481	216.0072342
982	0.4272250537	215.9554584
983	0.426916615	215.8923011
984	0.4269283097	215.8374551
985	0.4268246871	215.7210738
986	0.4261105921	215.6422042
987	0.4250775769	215.5829814
988	0.4250588332	215.4894639
989	0.4253561507	215.4073754
990	0.4252859393	215.3535597
991	0.4251452278	215.3179989
992	0.4240729028	215.267533
993	0.4238105622	215.178734
994	0.4236083904	215.1004333
995	0.4236453919	215.0181684
996	0.4235145094	214.8836126
997	0.423308075	214.8190222
998	0.422565854	214.7634829
999	0.4226224384	214.7136538
