iter	MAPE	RMSE
269	0.9379110047	307.5702457
270	0.9378366077	307.3826885
271	0.9293234272	307.1411376
272	0.9246059423	306.9129124
273	0.9200182103	306.6592848
274	0.9193427249	306.4949132
275	0.9174189686	306.2307986
276	0.917053023	305.9980956
277	0.9166401904	305.7951488
278	0.9125659386	305.6352227
279	0.9121732624	305.4364114
280	0.9116515756	305.1823826
281	0.9042305777	304.8711808
282	0.9047791543	304.6080816
283	0.8990292466	304.3946962
284	0.8924602605	304.2688442
285	0.8882160183	304.0586794
286	0.8820774431	303.6842269
287	0.8801526469	303.5767749
288	0.8801023207	303.4372732
289	0.8803566778	303.2228461
290	0.874230833	302.8871514
291	0.8739491733	302.6484428
292	0.8626596945	302.2917298
293	0.8613891004	302.0909981
294	0.8614694375	301.9624474
295	0.8610907939	301.7785059
296	0.8597886478	301.4265335
297	0.8566967704	301.2196256
298	0.8565563294	301.0450154
299	0.8567994597	300.7674125
300	0.8576996369	300.522051
301	0.8568951374	300.3382921
302	0.8557477503	300.1154059
303	0.8404781478	299.7181898
304	0.8354011384	299.5127653
305	0.8345106074	299.3649061
306	0.8344969017	299.1802649
307	0.8316824702	299.0699024
308	0.8238369757	298.7174814
309	0.8191867087	298.5193377
310	0.818674648	298.3736532
311	0.8147747565	298.2250702
312	0.8138852736	298.0109894
313	0.8150238416	297.7742025
314	0.8157301714	297.6328107
315	0.8151819726	297.2888236
316	0.8129176598	297.1315613
317	0.8109910339	297.0251496
318	0.8104828533	296.8949118
319	0.808629793	296.6443322
320	0.8050375545	296.5083961
321	0.8053885273	296.3385093
322	0.8032789872	296.1835674
323	0.8036063247	296.0410042
324	0.8025930963	295.8332565
325	0.7967331912	295.5475723
326	0.7959604892	295.3131281
327	0.7949934514	295.1245244
328	0.7854933289	294.886694
329	0.7858578023	294.7359495
330	0.7833800206	294.5101488
331	0.7836111355	294.304971
332	0.78380333	294.0940536
333	0.7822146256	293.913163
334	0.7822195553	293.7476773
335	0.7822189092	293.5484443
336	0.7822094166	293.3702712
337	0.7818396565	293.209487
338	0.7804524533	293.1196543
339	0.780222908	292.8185679
340	0.7799117999	292.6370713
341	0.78077667	292.3452907
342	0.7805173108	292.1735379
343	0.7800539084	291.9917478
344	0.7820895102	291.8015715
345	0.7819209138	291.6306899
346	0.7740857034	291.235073
347	0.7730528002	291.0896551
348	0.7749239126	290.8377183
349	0.7748874879	290.6040582
350	0.7734554835	290.3476864
351	0.7707302561	290.0519586
352	0.7698046714	289.9708773
353	0.7692720137	289.7841749
354	0.7696215206	289.5455175
355	0.7709083394	289.3426713
356	0.7696847293	289.1434305
357	0.7698218597	288.9295849
358	0.7674314542	288.7300122
359	0.7666198344	288.5882863
360	0.764652721	288.4084302
361	0.7609629756	288.2669079
362	0.7605176517	288.1340857
363	0.7598168287	287.9710871
364	0.7601152661	287.830452
365	0.7587566385	287.6965483
366	0.7577395111	287.5595777
367	0.7548203419	287.3241434
368	0.7535901148	287.0916791
369	0.7535928856	286.885548
370	0.7485137313	286.6916997
371	0.7485238529	286.4713841
372	0.748610022	286.3415526
373	0.7485978037	286.2047451
374	0.7494214057	286.017663
375	0.7433440919	285.764895
376	0.7406318074	285.6175859
377	0.7364536271	285.4574528
378	0.735565953	285.3997722
379	0.7356207236	285.3099417
380	0.7345066587	285.0496378
381	0.7343321653	284.8456349
382	0.734123655	284.7325458
383	0.7334381331	284.518482
384	0.7333315377	284.2965968
385	0.7335155461	284.1738914
386	0.7334357108	283.9774383
387	0.7314955275	283.7068244
388	0.72864884	283.5173518
389	0.7289769331	283.2680744
390	0.7291480031	283.1383165
391	0.7262307724	282.8558383
392	0.7189206297	282.7234738
393	0.7152758836	282.5180754
394	0.7152153116	282.3072192
395	0.7142041423	282.1088114
396	0.7140802423	281.9846646
397	0.7144993007	281.799956
398	0.7139817218	281.6767458
399	0.7137357544	281.4717888
400	0.7102370554	281.2730274
401	0.7109772532	281.0507942
402	0.7105760986	280.8181166
403	0.7080524216	280.6801209
404	0.6945542064	280.3727712
405	0.694428941	280.1933398
406	0.6946753278	280.0717039
407	0.6908190017	279.8510677
408	0.6909571862	279.5994411
409	0.6904381726	279.4103009
410	0.6907888399	279.2827698
411	0.6867958424	279.0998249
412	0.6863607504	279.0033856
413	0.6816854644	278.7377685
414	0.6811305351	278.5448939
415	0.6813282146	278.345267
416	0.6807315284	278.2172746
417	0.681596477	278.0870654
418	0.6806147945	277.9114821
419	0.6807010759	277.7213769
420	0.672968089	277.6145556
421	0.6716060679	277.4506757
422	0.6681774902	277.2070383
423	0.6675668985	277.0766851
424	0.6666579249	276.8763526
425	0.666497937	276.7767384
426	0.6663242178	276.6796561
427	0.6654510228	276.4293272
428	0.6639426654	276.2878203
429	0.663942974	276.1383199
430	0.6556136096	275.9656062
431	0.6543415982	275.8675887
432	0.6540429104	275.6626697
433	0.6517906731	275.4570326
434	0.6504176748	275.2826604
435	0.6510879876	275.1651759
436	0.651005224	274.9948012
437	0.6506612123	274.7594644
438	0.6506772788	274.6276965
439	0.6497765538	274.4967123
440	0.6485646822	274.2496853
441	0.6480732467	274.086727
442	0.6456793206	273.8700506
443	0.6451885818	273.7503863
444	0.6443413679	273.6000283
445	0.6441160915	273.4170226
446	0.6438626552	273.3279961
447	0.6438987196	273.1453868
448	0.64275021	273.0644258
449	0.643192447	272.9175762
450	0.6421433731	272.7600674
451	0.6421149382	272.5717491
452	0.6417796951	272.4150923
453	0.6432642629	272.2146632
454	0.6424363518	272.032754
455	0.6421301552	271.7933963
456	0.6367042248	271.5416144
457	0.6347819162	271.3052673
458	0.634693202	271.2136319
459	0.6320851426	271.1347594
460	0.6312682295	270.9222346
461	0.6313797379	270.8166062
462	0.6312510397	270.6701762
463	0.6282885323	270.5050285
464	0.627935214	270.3861006
465	0.6192664222	270.2025842
466	0.6146735692	270.0410202
467	0.6143405714	269.9108236
468	0.6149999488	269.7284995
469	0.6141788978	269.5692036
470	0.6123869529	269.4272345
471	0.6122224858	269.2613595
472	0.6096007828	269.038189
473	0.6086430102	268.8309288
474	0.6060535744	268.6043458
475	0.6059337897	268.4697583
476	0.6057673058	268.3046853
477	0.6042218823	268.1669078
478	0.6038256176	267.972
479	0.6037444107	267.8269269
480	0.6038375694	267.7244861
481	0.5990204145	267.5151544
482	0.5991564324	267.4155587
483	0.5992914318	267.2701399
484	0.5990103486	267.0937813
485	0.5984849708	266.9691171
486	0.5987402393	266.8753943
487	0.5987939716	266.7065381
488	0.598508128	266.4918957
489	0.598166383	266.373987
490	0.5909544441	266.1212318
491	0.5898581174	265.9954929
492	0.5865632392	265.7791892
493	0.5860285158	265.6958047
494	0.5858339106	265.5309597
495	0.5851787635	265.3783413
496	0.5849802236	265.2539561
497	0.5848654225	265.0911014
498	0.5841765024	264.8688129
499	0.5798857717	264.7184373
500	0.5818244174	264.6169226
501	0.5817054824	264.4741615
502	0.5811973593	264.3958271
503	0.5770807537	264.1930769
504	0.5718446272	263.9652772
505	0.5694611632	263.8431765
506	0.5692293542	263.7026975
507	0.5691147195	263.5467328
508	0.5677992245	263.3728887
509	0.5668272924	263.2401946
510	0.5666570558	263.1470485
511	0.5660032509	263.0296024
512	0.5675703069	262.93822
513	0.5663681406	262.7371891
514	0.5653900664	262.5724345
515	0.5620231432	262.3592051
516	0.561663056	262.2294372
517	0.5612561921	262.1557601
518	0.560934418	262.0220259
519	0.560567406	261.8627952
520	0.5605803126	261.7269332
521	0.5606970149	261.6100461
522	0.5597723531	261.4890449
523	0.559430519	261.3360982
524	0.558609539	261.1294731
525	0.5582466273	261.0061678
526	0.5588893937	260.8229999
527	0.5581537661	260.6431511
528	0.5583516442	260.5060501
529	0.5595000206	260.3510736
530	0.5595550676	260.2114504
531	0.5588753158	260.04616
532	0.5589341638	259.9369608
533	0.5590887433	259.7953116
534	0.5588078027	259.6475772
535	0.5549662951	259.4870797
536	0.5547858686	259.3277382
537	0.5548964408	259.1800552
538	0.5534954758	259.0527173
539	0.5532539651	258.9042985
540	0.5526495123	258.7359706
541	0.5524860467	258.6346325
542	0.5526289374	258.508245
543	0.5521201448	258.4474444
544	0.5519984611	258.2939033
545	0.5519328564	258.2171451
546	0.5497583486	258.0439521
547	0.5497701408	257.9436002
548	0.5488313548	257.757501
549	0.5489319676	257.6187703
550	0.5483953783	257.5325531
551	0.5485053052	257.3455521
552	0.5478709885	257.1942401
553	0.5475888517	257.0927863
554	0.5476341347	256.9767945
555	0.541784569	256.844375
556	0.5415880714	256.7543258
557	0.5412721508	256.6226797
558	0.5407757471	256.4794122
559	0.5408277138	256.3402911
560	0.5407855569	256.1511079
561	0.5412799664	256.0238704
562	0.5416043461	255.9278792
563	0.5411268046	255.8237254
564	0.5406120788	255.6636866
565	0.5379181426	255.4551266
566	0.5380157662	255.3098213
567	0.5381527096	255.1808107
568	0.537082776	255.039158
569	0.536656164	254.8594312
570	0.5374620869	254.694403
571	0.5356766403	254.535204
572	0.5352095568	254.3936975
573	0.5355178056	254.2696603
574	0.5335365439	254.1673814
575	0.5327473535	253.9946491
576	0.5331618689	253.8456015
577	0.5327970618	253.7209938
578	0.5323255847	253.6141347
579	0.5320960326	253.4498916
580	0.531970012	253.3393891
581	0.5307339639	253.146039
582	0.5306520077	253.0544914
583	0.528495658	252.8828599
584	0.5280341141	252.7933422
585	0.5273586555	252.6456136
586	0.5250428524	252.4641727
587	0.5258251021	252.3122363
588	0.5251623737	252.1412843
589	0.5202691536	252.0124202
590	0.5199169528	251.9182502
591	0.5199106106	251.7759232
592	0.5207747477	251.6082203
593	0.5199329554	251.478921
594	0.5191102856	251.3810899
595	0.519166461	251.2701926
596	0.5192895524	251.2214709
597	0.5192969702	251.1025038
598	0.5191088051	250.9775532
599	0.5188775768	250.8544721
600	0.5186894442	250.7661385
601	0.5198266208	250.6377771
602	0.5199451817	250.5215462
603	0.5182064084	250.3644918
604	0.5182467438	250.251377
605	0.5180408873	250.1003949
606	0.5178966522	249.9463619
607	0.5162931487	249.8252955
608	0.51625322	249.7157571
609	0.516485194	249.5572636
610	0.5162208499	249.4196214
611	0.515842004	249.3141566
612	0.5160100046	249.2297393
613	0.5159313278	249.0942182
614	0.5158922047	248.9767178
615	0.5157098506	248.8590159
616	0.5160628061	248.7883422
617	0.5159593452	248.6974206
618	0.5097100168	248.4890114
619	0.5100041485	248.3442776
620	0.5095083904	248.2161553
621	0.509116823	248.11977
622	0.50918215	247.9370632
623	0.5090551027	247.8598836
624	0.5086669456	247.792464
625	0.508186506	247.7101971
626	0.5054521548	247.6015689
627	0.5054405654	247.4939492
628	0.5054922658	247.3277023
629	0.4975208659	247.2057942
630	0.497204652	247.0551055
631	0.4966042422	246.9643911
632	0.495684328	246.8580302
633	0.49378314	246.7897946
634	0.4937663762	246.7079018
635	0.4920974733	246.5482475
636	0.4913659726	246.4711435
637	0.4883353375	246.296346
638	0.4881384591	246.1545806
639	0.4836606728	245.9729797
640	0.483488984	245.8514077
641	0.4834642558	245.7333232
642	0.4831402722	245.6246904
643	0.4831148445	245.5139589
644	0.4823928254	245.4194082
645	0.4826832764	245.3097796
646	0.482728136	245.2252596
647	0.4798007102	245.0582857
648	0.4784910299	244.9454162
649	0.4776212196	244.8365148
650	0.4752168799	244.7045893
651	0.4753303374	244.5865932
652	0.4737067993	244.4790722
653	0.4736577972	244.3967032
654	0.4735915755	244.2740347
655	0.4734680517	244.1818288
656	0.473475527	244.1136913
657	0.473268371	243.9412101
658	0.4737471853	243.7866414
659	0.474546039	243.7133425
660	0.4746004454	243.5963669
661	0.4733589453	243.481717
662	0.4731941621	243.3696814
663	0.4733406348	243.2425246
664	0.4729529055	243.1472548
665	0.4721916128	243.0654167
666	0.4719538801	242.9766429
667	0.4718475924	242.8734918
668	0.4717991196	242.7711902
669	0.4716113146	242.64302
670	0.4715168754	242.5112122
671	0.4682743425	242.3618418
672	0.4660121885	242.18374
673	0.4656798101	242.0439462
674	0.4657984695	241.8847578
675	0.4654740738	241.7821527
676	0.4644612628	241.6174774
677	0.4650997967	241.5011953
678	0.4648640146	241.3567166
679	0.4649890629	241.2673487
680	0.4644130507	241.2021668
681	0.4656694529	241.0632447
682	0.4648280095	240.9195636
683	0.4649075268	240.8523192
684	0.4624597402	240.7782146
685	0.4626397113	240.7056742
686	0.4632986488	240.5861343
687	0.4629716863	240.4561127
688	0.4626809773	240.3492124
689	0.4626666053	240.2496856
690	0.4610363971	240.1212584
691	0.4588919944	240.0238742
692	0.4575375119	239.9596514
693	0.457299883	239.8485865
694	0.4567772379	239.7120363
695	0.456884039	239.6409557
696	0.4569574565	239.513159
697	0.4563624614	239.4374421
698	0.4574349647	239.3589555
699	0.4568571181	239.2239524
700	0.4521667223	239.1361778
701	0.4520811556	239.0568286
702	0.4518497112	238.9185192
703	0.4506001483	238.8302569
704	0.4509000212	238.7578506
705	0.4513186748	238.597496
706	0.4481277216	238.4190964
707	0.4480665523	238.3209102
708	0.4480678548	238.2342333
709	0.4454790995	238.0844452
710	0.4448352085	237.9642757
711	0.4446268758	237.8737754
712	0.4442367222	237.7555348
713	0.4442714653	237.6923916
714	0.4436501876	237.5508263
715	0.4423028459	237.4447942
716	0.4422780322	237.3583311
717	0.4423349419	237.275621
718	0.4411937288	237.1949132
719	0.4409547976	237.0659047
720	0.4406764569	236.9385925
721	0.4405393225	236.8450444
722	0.4391067052	236.7294768
723	0.4391181341	236.634965
724	0.4390141824	236.5723967
725	0.4389803816	236.4349412
726	0.4386301023	236.2995759
727	0.4380848602	236.1804555
728	0.4368584628	236.0147578
729	0.4366597162	235.9483294
730	0.4349688194	235.8040408
731	0.43488857	235.6957375
732	0.4348233973	235.6049211
733	0.4349107187	235.5260428
734	0.4348544335	235.3991737
735	0.4344960273	235.2958723
736	0.4340332047	235.1898052
737	0.4336506689	235.0857209
738	0.4327494161	234.9557315
739	0.4318483014	234.824329
740	0.4294564749	234.7153534
741	0.429167164	234.5661308
742	0.4291116309	234.4711891
743	0.4290408224	234.3720184
744	0.4286841218	234.2400506
745	0.4282477634	234.1061658
746	0.4274069189	233.9937608
747	0.4275374935	233.9371201
748	0.4273862277	233.8684596
749	0.4272321375	233.7747897
750	0.4271883274	233.6255928
751	0.4272152785	233.5052249
752	0.4276890079	233.4098619
753	0.4276344934	233.3239398
754	0.4274517166	233.1980787
755	0.4273284833	233.1245483
756	0.4271965495	233.0252124
757	0.4270379734	232.9055482
758	0.4279071581	232.8124916
759	0.4278585355	232.7150142
760	0.4225586856	232.6049599
761	0.4216351668	232.4769707
762	0.4212800164	232.3641493
763	0.4209431342	232.2390247
764	0.4200960798	232.1136417
765	0.4183318133	231.9940223
766	0.4182575091	231.8725969
767	0.4181770292	231.7785736
768	0.4182347267	231.6546591
769	0.4179286835	231.5349067
770	0.418048995	231.4382406
771	0.4186426246	231.3222651
772	0.4187314297	231.2091951
773	0.4186193423	231.1198549
774	0.4193856436	231.0094686
775	0.4195290496	230.9366588
776	0.4190487372	230.8648166
777	0.4193996889	230.7745303
778	0.4195846928	230.6872574
779	0.4190947772	230.5703381
780	0.4187151397	230.4767457
781	0.4170570996	230.3909727
782	0.417026058	230.294013
783	0.4152982672	230.1866194
784	0.4147764525	230.0591579
785	0.4146760158	229.9533406
786	0.4146320589	229.8576533
787	0.4139760588	229.736591
788	0.4142622094	229.6693092
789	0.4141266173	229.6020406
790	0.4145257943	229.5146257
791	0.4140185844	229.3797469
792	0.4140122672	229.2991765
793	0.4138653442	229.1888267
794	0.412502144	229.0863188
795	0.4122098354	228.960881
796	0.4123214625	228.9216454
797	0.4121853916	228.844722
798	0.4126836326	228.7701574
799	0.4127267326	228.6631139
800	0.4124472346	228.5858832
801	0.4125058894	228.4694607
802	0.4122775867	228.4017385
803	0.4123149198	228.2949361
804	0.4122816659	228.2391508
805	0.412160891	228.1608845
806	0.4122608919	228.0449931
807	0.412085014	227.9428177
808	0.4117606868	227.828357
809	0.4117468187	227.746312
810	0.4115869572	227.6395601
811	0.4113806608	227.5616543
812	0.4108221183	227.4423685
813	0.4105718473	227.3240683
814	0.4105447729	227.2044769
815	0.4089407025	227.1005726
816	0.4092799935	227.0325365
817	0.4091517174	226.9401802
818	0.4098663343	226.8344134
819	0.4098789728	226.7654248
820	0.4103384801	226.6925862
821	0.410417533	226.6350797
822	0.4103823776	226.5287051
823	0.4086216595	226.4086911
824	0.4085515744	226.3320084
825	0.4083150614	226.2571424
826	0.4085262813	226.1358116
827	0.408929431	226.0678214
828	0.4082513946	225.9986919
829	0.4087195943	225.9012354
830	0.4088273237	225.8266377
831	0.4086752816	225.7186068
832	0.408446411	225.593211
833	0.4083858886	225.4865254
834	0.4081402831	225.3640282
835	0.407946504	225.2508587
836	0.4072385574	225.135107
837	0.4066697628	225.0535097
838	0.4061258195	224.9842237
839	0.4061668399	224.9042606
840	0.4061376867	224.850762
841	0.4062385087	224.784535
842	0.404193434	224.64456
843	0.4040084126	224.56517
844	0.4034057836	224.4736491
845	0.4034675777	224.3686
846	0.4033243283	224.2912117
847	0.4027918866	224.2316039
848	0.40202824	224.1118899
849	0.4022169191	224.0403612
850	0.402381523	223.9314311
851	0.4024631548	223.8661119
852	0.4022335683	223.8346744
853	0.402143878	223.7552186
854	0.4000689299	223.6431529
855	0.4000641032	223.5570831
856	0.4000655181	223.4388561
857	0.3990384154	223.3664403
858	0.3986253459	223.3135488
859	0.398360587	223.1990722
860	0.3982501483	223.0988049
861	0.3981597553	223.0294534
862	0.3982792432	222.9537123
863	0.3981236914	222.9310846
864	0.3980404823	222.8001723
865	0.3977935863	222.7245713
866	0.3976818375	222.6927686
867	0.3970254793	222.6126123
868	0.3971477296	222.5155813
869	0.3968336103	222.4444931
870	0.3962266791	222.3443298
871	0.3957356054	222.2572098
872	0.3956778783	222.1785765
873	0.3957379606	222.1216937
874	0.3956331926	222.0419983
875	0.3955842988	221.9866294
876	0.3955882626	221.8870612
877	0.395821328	221.7667652
878	0.3957804426	221.715678
879	0.3957166517	221.6165328
880	0.3949482728	221.5591943
881	0.3946455024	221.4491074
882	0.3949814759	221.3374127
883	0.3947042244	221.2254672
884	0.3942184846	221.1187504
885	0.3943355331	220.9989785
886	0.394716593	220.8979234
887	0.3948290081	220.8283687
888	0.3948329015	220.7642958
889	0.3945531495	220.7100175
890	0.394444322	220.6206176
891	0.3922853818	220.5503249
892	0.3922832243	220.4413851
893	0.3920514834	220.3722153
894	0.3919720721	220.3052981
895	0.3914987383	220.2587008
896	0.3913783426	220.1448711
897	0.3912491524	220.0826963
898	0.3901425269	219.9625694
899	0.3896837252	219.894437
900	0.389604786	219.7971977
901	0.3891810618	219.6539749
902	0.3889787973	219.5503343
903	0.3894950543	219.4826739
904	0.3890902755	219.4232386
905	0.388659162	219.3257632
906	0.3884258341	219.2048119
907	0.3877931322	219.1273135
908	0.3884557647	219.0374711
909	0.3883716587	218.9241654
910	0.3875952863	218.7551343
911	0.3874753676	218.6776483
912	0.3872225176	218.6155788
913	0.3867056309	218.5370592
914	0.3867176315	218.4348219
915	0.386103293	218.3503226
916	0.386227752	218.2765988
917	0.386042804	218.1943062
918	0.3861980415	218.1089349
919	0.3858555277	218.061195
920	0.3859364796	217.9704079
921	0.3858910685	217.905406
922	0.3859132732	217.8141723
923	0.3856763617	217.6823893
924	0.3853395078	217.6033275
925	0.3848276837	217.5100822
926	0.3848948453	217.4307763
927	0.3849525274	217.3654925
928	0.3849352668	217.2373106
929	0.3845879233	217.151883
930	0.3844752603	217.0572003
931	0.3844284741	216.9667167
932	0.3829480935	216.8468991
933	0.3823240133	216.7500488
934	0.3822194769	216.6747396
935	0.3820613279	216.6081927
936	0.3819189756	216.5233001
937	0.3819807524	216.4635826
938	0.3819342802	216.3363889
939	0.3820125646	216.2782001
940	0.3819344606	216.2029192
941	0.3827492454	216.0943889
942	0.3808875987	215.9854071
943	0.3809362985	215.8813829
944	0.380872489	215.7911227
945	0.3805784056	215.7318258
946	0.3804050249	215.6722046
947	0.3803555026	215.5865943
948	0.3802175088	215.5186766
949	0.3785667232	215.3940383
950	0.3773012918	215.270019
951	0.3772378673	215.1912703
952	0.3770323091	215.0959361
953	0.3768940646	214.9707703
954	0.3764135498	214.9267334
955	0.3764052453	214.8313951
956	0.3764279745	214.7404523
957	0.3770341525	214.6611562
